13-06-2016 00:07:46,21.3
13-06-2016 00:07:54,21.46
13-06-2016 00:12:46,20.97
13-06-2016 00:12:54,21.14
13-06-2016 00:17:46,21.05
13-06-2016 00:17:54,21.86
13-06-2016 00:22:46,20.81
13-06-2016 00:22:54,20.73
13-06-2016 00:27:46,21.05
13-06-2016 00:27:54,20.89
13-06-2016 00:32:46,20.97
13-06-2016 00:32:54,21.05
13-06-2016 00:37:46,21.05
13-06-2016 00:37:54,20.97
13-06-2016 00:42:46,21.05
13-06-2016 00:42:54,20.97
13-06-2016 00:47:46,20.73
13-06-2016 00:47:54,20.97
13-06-2016 00:52:46,21.54
13-06-2016 00:52:54,20.81
13-06-2016 00:57:46,21.86
13-06-2016 00:57:54,20.81
13-06-2016 01:02:46,21.3
13-06-2016 01:02:54,21.05
13-06-2016 01:07:46,20.89
13-06-2016 01:07:54,20.89
13-06-2016 01:12:46,21.05
13-06-2016 01:12:54,20.89
13-06-2016 01:17:46,20.97
13-06-2016 01:17:54,21.14
13-06-2016 01:22:46,20.97
13-06-2016 01:22:54,21.22
13-06-2016 01:27:46,20.97
13-06-2016 01:27:54,20.97
13-06-2016 01:32:46,20.41
13-06-2016 01:32:54,20.97
13-06-2016 01:37:46,20.41
13-06-2016 01:37:54,20.97
13-06-2016 01:42:46,20.81
13-06-2016 01:42:54,20.97
13-06-2016 01:47:46,21.14
13-06-2016 01:47:54,20.73
13-06-2016 01:52:46,20.73
13-06-2016 01:52:54,21.46
13-06-2016 01:57:46,21.3
13-06-2016 01:57:54,21.3
13-06-2016 02:02:46,20.97
13-06-2016 02:02:54,21.05
13-06-2016 02:07:46,20.89
13-06-2016 02:07:54,20.97
13-06-2016 02:12:46,20.89
13-06-2016 02:12:54,21.54
13-06-2016 02:17:46,20.89
13-06-2016 02:17:54,20.97
13-06-2016 02:22:46,21.05
13-06-2016 02:22:54,21.46
13-06-2016 02:27:46,21.05
13-06-2016 02:27:54,20.89
13-06-2016 02:32:46,20.81
13-06-2016 02:32:54,20.89
13-06-2016 02:37:46,20.81
13-06-2016 02:37:54,21.05
13-06-2016 02:42:46,20.97
13-06-2016 02:42:54,21.05
13-06-2016 02:47:46,20.89
13-06-2016 02:47:54,20.73
13-06-2016 02:52:46,20.81
13-06-2016 02:52:54,20.97
13-06-2016 02:57:46,20.89
13-06-2016 02:57:54,21.14
13-06-2016 03:02:46,20.57
13-06-2016 03:02:54,20.89
13-06-2016 03:07:46,20.89
